trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1565,False,"{'a': 0.002, 'e': 0.04371779725275094}",20,3,24.93395740151465,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.002, 'e': 0.043630449035578674}",20,0,24.286002542306846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1567,False,"{'a': 0.002, 'e': 0.04354327534026074}",20,12,10.273019089531928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.002, 'e': 0.04345627581810221}",30,15,28.343544565444382,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.002, 'e': 0.04336945012110491}",25,15,20.53297634978884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.002, 'e': 0.043282797901965896}",20,14,10.92976713366108,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.002, 'e': 0.04319631881407622}",20,0,31.08824506643025,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1572,False,"{'a': 0.002, 'e': 0.043110012511519386}",30,13,30.383758397016194,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.002, 'e': 0.04302387864907009}",20,13,0.808202730951395,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1574,False,"{'a': 0.002, 'e': 0.042937916882192735}",30,12,27.932749690251846,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.002, 'e': 0.04285212686704019}",20,14,7.610907513553858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.002, 'e': 0.04276650826045222}",20,12,11.167824088087741,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1577,False,"{'a': 0.002, 'e': 0.04268106071995433}",30,13,33.97845755585092,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.002, 'e': 0.042595783903756214}",20,10,15.414181541896543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.002, 'e': 0.042510677470750526}",30,16,11.214792152171068,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1580,False,"{'a': 0.002, 'e': 0.042425741080511385}",30,8,35.071956556445116,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.002, 'e': 0.042340974393293145}",20,1,25.457579121682315,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.002, 'e': 0.042256377070028925}",20,0,26.55520737918846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1583,False,"{'a': 0.002, 'e': 0.04217194877232933}",25,3,33.489045980215685,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.002, 'e': 0.042087689162481054}",25,12,19.498996698080067,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.002, 'e': 0.04200359790344555}",25,11,13.918073106904247,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1586,False,"{'a': 0.002, 'e': 0.04191967465885765}",30,18,21.77691214484267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.002, 'e': 0.0418359190930243}",20,8,24.750899378363044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.002, 'e': 0.04175233087092308}",30,17,-0.29346139084717304,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1589,False,"{'a': 0.002, 'e': 0.04166890965820104}",25,13,19.989275375896337,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.002, 'e': 0.04158565512117316}",25,9,9.083935208583851,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1591,False,"{'a': 0.002, 'e': 0.04150256692682124}",20,14,13.065523299068387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.002, 'e': 0.04141964474279235}",25,14,-22.116858689567955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1593,False,"{'a': 0.002, 'e': 0.041336888237397666}",20,13,15.370437819683763,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.002, 'e': 0.04125429707961103}",30,16,24.523414724554176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.002, 'e': 0.04117187093906774}",30,0,30.144833318751665,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1596,False,"{'a': 0.002, 'e': 0.04108960948606308}",20,10,12.788625620547695,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.002, 'e': 0.04100751239155117}",20,13,14.316665814880743,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.002, 'e': 0.04092557932714349}",20,0,28.0863477481995,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.002, 'e': 0.0408438099651077}",25,7,23.837010953683013,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.002, 'e': 0.04076220397836621}",25,6,33.78217522461407,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.002, 'e': 0.040680761040495}",25,9,27.777463561886005,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1602,False,"{'a': 0.002, 'e': 0.04059948082572218}",30,12,31.657432236321615,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.002, 'e': 0.040518363008926805}",35,8,6.929857006974296,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
1604,False,"{'a': 0.002, 'e': 0.04043740726563748}",20,11,6.371107863214702,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.002, 'e': 0.04035661327203115}",30,20,12.851270527488172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.002, 'e': 0.0402759807049317}",25,10,25.278470985033064,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.002, 'e': 0.040195509241808786}",30,19,19.649548521060368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1608,False,"{'a': 0.002, 'e': 0.040115198560776416}",25,13,26.715440513760143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1609,False,"{'a': 0.002, 'e': 0.040035048340591795}",25,18,11.18315023600056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.002, 'e': 0.039955058260653896}",25,17,14.425725487200179,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.002, 'e': 0.039875228001002336}",20,14,12.555377665143332,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1612,False,"{'a': 0.002, 'e': 0.039795557242315927}",30,21,18.250472546597557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.002, 'e': 0.03971604566591157}",20,14,9.816932516277214,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1614,False,"{'a': 0.002, 'e': 0.0396366929537428}",20,9,21.915521204042797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.002, 'e': 0.039557498788398725}",30,18,23.03181972387299,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.002, 'e': 0.039478462853102525}",30,17,24.9663380617485,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.002, 'e': 0.03939958483171039}",30,16,28.424373868823412,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.002, 'e': 0.039320864408710104}",20,9,16.848884471861112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.002, 'e': 0.03924230126921989}",20,2,21.99520451551199,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.002, 'e': 0.039163895098987066}",20,1,28.14484132910691,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.002, 'e': 0.03908564558438687}",30,14,17.362669416911473,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1622,False,"{'a': 0.002, 'e': 0.03900755241242111}",20,0,26.038895047245816,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1623,False,"{'a': 0.002, 'e': 0.038929615270717026}",20,6,23.12024363138191,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.002, 'e': 0.03885183384752591}",30,19,24.12102816869195,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.002, 'e': 0.03877420783172201}",30,15,25.129412172177833,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1626,False,"{'a': 0.002, 'e': 0.038696736912801115}",25,16,18.83016726641037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.002, 'e': 0.03861942078087949}",25,2,32.34725784144545,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1628,False,"{'a': 0.002, 'e': 0.03854225912669246}",20,9,18.107562987655275,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.002, 'e': 0.03846525164159334}",20,15,9.993822552277969,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.002, 'e': 0.038388398017552054}",25,18,10.769737725059159,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.002, 'e': 0.03831169794715405}",25,8,32.428835192706046,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.002, 'e': 0.03823515112359889}",25,18,9.38655212664027,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.002, 'e': 0.038158757240699226}",20,16,7.321392512166055,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1634,False,"{'a': 0.002, 'e': 0.03808251599287939}",20,14,10.153688557833098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.002, 'e': 0.038006427075174314}",20,8,23.304611398220686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.002, 'e': 0.0379304901832282}",35,17,10.140210216946272,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1637,False,"{'a': 0.002, 'e': 0.03785470501329341}",20,8,-16.51099145926466,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1638,False,"{'a': 0.002, 'e': 0.037779071262229125}",25,14,15.834004042687143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.002, 'e': 0.037703588627500284}",30,16,28.321093585174484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.002, 'e': 0.0376282568071762}",30,18,20.465072950826464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.002, 'e': 0.03755307549992954}",25,15,16.41978244227709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.002, 'e': 0.03747804440503493}",35,21,26.164104160145357,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.002, 'e': 0.037403163222367926}",25,16,14.402643746842159,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.002, 'e': 0.03732843165240367}",25,0,36.65806941645959,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1645,False,"{'a': 0.002, 'e': 0.03725384939621581}",25,13,11.28244124490831,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1646,False,"{'a': 0.002, 'e': 0.03717941615547519}",20,11,14.514981133219885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.002, 'e': 0.03710513163244877}",30,16,23.699553149135415,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.002, 'e': 0.037030995529998355}",30,23,13.046420492564575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.002, 'e': 0.03695700755157944}",20,8,20.631323811166833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 0.002, 'e': 0.036883167401239994}",25,17,16.872622617000964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.002, 'e': 0.03680947478361935}",20,12,16.856812072354373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.002, 'e': 0.0367359294039469}",30,14,30.382685325994572,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1653,False,"{'a': 0.002, 'e': 0.03666253096804106}",20,8,-21.36597900062184,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1654,False,"{'a': 0.002, 'e': 0.03658927918230796}",25,19,11.762759179019397,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.002, 'e': 0.0365161737537404}",25,17,15.786116682245158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.002, 'e': 0.036443214389916524}",20,0,17.23386454474746,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1657,False,"{'a': 0.002, 'e': 0.03637040079899881}",20,10,17.643295272814196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.002, 'e': 0.03629773268973277}",30,0,48.27355760560052,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1659,False,"{'a': 0.002, 'e': 0.03622520977144591}",20,3,25.56030289011799,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.002, 'e': 0.03615283175404641}",20,10,18.835745843152548,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.002, 'e': 0.03608059834802215}",25,0,36.9329277605649,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1662,False,"{'a': 0.002, 'e': 0.036008509264439374}",20,7,11.602237997315347,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1663,False,"{'a': 0.002, 'e': 0.03593656421494168}",30,0,32.25366596503255,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1664,False,"{'a': 0.002, 'e': 0.03586476291174875}",20,9,10.412247781671628,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1665,False,"{'a': 0.002, 'e': 0.0357931050676553}",25,11,28.12497730005148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.002, 'e': 0.035721590396029845}",20,9,22.733868747200038,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.002, 'e': 0.035650218610813585}",30,15,28.277015621336773,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.002, 'e': 0.03557898942651932}",30,18,26.260920822285296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.002, 'e': 0.035507902558230185}",25,19,13.64924783205391,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.002, 'e': 0.03543695772159864}",20,9,18.31588076314581,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.002, 'e': 0.03536615463284522}",20,10,17.025547167602692,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.002, 'e': 0.03529549300875749}",30,14,28.326976848568187,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.002, 'e': 0.035224972566688856}",30,20,18.040298918876914,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.002, 'e': 0.03515459302455746}",20,3,29.82969481475786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1675,False,"{'a': 0.002, 'e': 0.035084354100845025}",25,9,28.650464059107748,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.002, 'e': 0.035014255514595784}",20,9,15.55928106841073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 0.002, 'e': 0.03494429698541527}",25,1,42.83747572322672,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.002, 'e': 0.034874478233469314}",20,0,25.033368423150243,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1679,False,"{'a': 0.002, 'e': 0.03480479897948277}",30,8,30.839375642494073,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.002, 'e': 0.03473525894473856}",20,6,23.279972088013913,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.002, 'e': 0.03466585785107644}",20,3,19.115204264909142,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.002, 'e': 0.034596595420891954}",20,8,19.196603352757478,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.002, 'e': 0.034527471377135265}",20,12,15.96131180858161,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.002, 'e': 0.034458485443310136}",20,14,11.872562844692592,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.002, 'e': 0.03438963734347271}",25,13,24.0721350202307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.002, 'e': 0.03432092680223053}",20,15,9.592969860041158,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.002, 'e': 0.0342523535447413}",25,9,34.75230969239186,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.002, 'e': 0.034183917296711934}",25,5,20.336950912040447,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1689,False,"{'a': 0.002, 'e': 0.03411561778439732}",30,19,-10.61928879123795,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
1690,False,"{'a': 0.002, 'e': 0.034047454734599344}",20,12,15.87782408313547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.002, 'e': 0.033979427874665694}",25,9,25.06613474013084,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.002, 'e': 0.033911536932488856}",25,18,12.108970617542294,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 0.002, 'e': 0.03384378163650495}",30,21,17.80391363778142,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.002, 'e': 0.03377616171569273}",20,14,13.928113731485206,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.002, 'e': 0.033708676899572396}",20,13,12.999816688856846,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.002, 'e': 0.03364132691820462}",20,8,20.131619521524854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.002, 'e': 0.033574111502189356}",25,19,9.801139031514296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.002, 'e': 0.03350703038266488}",20,5,11.580229466571168,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1699,False,"{'a': 0.002, 'e': 0.0334400832913066}",20,4,17.123766392451586,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.002, 'e': 0.03337326996032608}",20,11,12.383300275407548,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.002, 'e': 0.03330659012246989}",25,19,11.418528570191784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.002, 'e': 0.03324004351101861}",25,17,16.204936416879562,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.002, 'e': 0.03317362985978568}",20,14,9.888688479167334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.002, 'e': 0.03310734890311644}",30,0,42.898777349294626,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.002, 'e': 0.03304120037588693}",35,8,36.002377840801515,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
1706,False,"{'a': 0.002, 'e': 0.032975184013503}",20,16,7.239369652437476,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.002, 'e': 0.03290929955189908}",20,4,21.0489783039494,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.002, 'e': 0.03284354672753726}",20,14,11.9035327310913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.002, 'e': 0.032777925277406125}",25,11,13.722441359885002,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1710,False,"{'a': 0.002, 'e': 0.03271243493901982}",20,8,17.93097296778076,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.002, 'e': 0.03264707545041687}",20,7,18.9579729135011,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.002, 'e': 0.03258184655015926}",20,0,29.981012433111413,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1713,False,"{'a': 0.002, 'e': 0.03251674797733129}",25,7,23.299742124231884,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.002, 'e': 0.03245177947153859}",20,12,11.992680972493098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.002, 'e': 0.03238694077290704}",20,10,15.39893749044603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.002, 'e': 0.03232223162208177}",25,8,26.152141970922802,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.002, 'e': 0.032257651760226075}",20,6,26.131741375786234,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1718,False,"{'a': 0.002, 'e': 0.03219320092902044}",20,10,16.62418417481222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.002, 'e': 0.03212887887066144}",20,6,23.396497148865116,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.002, 'e': 0.03206468532786077}",20,16,7.266630309073299,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.002, 'e': 0.03200062004384415}",20,8,21.077682464571325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.002, 'e': 0.03193668276235039}",30,8,24.688945621205672,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1723,False,"{'a': 0.002, 'e': 0.031872873227630244}",20,12,13.473723976741383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.002, 'e': 0.03180919118444552}",20,5,28.66723175642719,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.002, 'e': 0.03174563637806794}",20,16,7.643630324605048,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.002, 'e': 0.0316822085542782}",25,10,28.05941517040662,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.002, 'e': 0.031618907459364916}",30,19,19.99843808432111,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.002, 'e': 0.03155573284012364}",20,10,18.868530529973786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.002, 'e': 0.031492684443855785}",20,8,22.750921148112504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1730,False,"{'a': 0.002, 'e': 0.03142976201836771}",20,11,15.092097264246172,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1731,False,"{'a': 0.002, 'e': 0.0313669653119696}",20,12,15.764422333443678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1732,False,"{'a': 0.002, 'e': 0.03130429407347458}",20,0,25.207854018457706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1733,False,"{'a': 0.002, 'e': 0.031241748052197565}",20,0,28.420261105651793,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1734,False,"{'a': 0.002, 'e': 0.031179326997954438}",20,3,-1.1599369575028384,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1735,False,"{'a': 0.002, 'e': 0.03111703066106086}",30,20,-24.00040748784676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1736,False,"{'a': 0.002, 'e': 0.03105485879233143}",20,3,30.102710869198916,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1737,False,"{'a': 0.002, 'e': 0.03099281114307856}",20,12,16.14607903082262,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.002, 'e': 0.030930887465111603}",25,11,25.572151668627953,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1739,False,"{'a': 0.002, 'e': 0.03086908751073573}",25,6,27.530616188732164,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.002, 'e': 0.030807411032751076}",25,16,17.17346397638628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.002, 'e': 0.030745857784451616}",30,21,16.475798609422498,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.002, 'e': 0.0306844275196243}",20,6,10.86485605423371,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1743,False,"{'a': 0.002, 'e': 0.03062311999254796}",30,12,22.024437947572583,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1744,False,"{'a': 0.002, 'e': 0.030561934957992438}",20,3,24.83386151170986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1745,False,"{'a': 0.002, 'e': 0.030500872171217483}",20,9,-27.10270147975779,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1746,False,"{'a': 0.002, 'e': 0.03043993138797189}",20,3,22.176202980175486,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.002, 'e': 0.03037911236449243}",20,16,9.628261595605181,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
